customer_id,email,first_name,last_name,signup_date,segment,region,city,age,gender,marketing_opt_in,preferred_channel,lifetime_value,total_orders,tenure_days
CUST-00221,customer_00221@email.com,David,Miller,2021-06-03,Gold,Central,San Antonio,54,Other,True,,3787.11,27,1648
CUST-00222,customer_00222@email.com,Lisa,Johnson,2023-02-04,Bronze,East,Dallas,53,Prefer not to say,True,Push,2909.37,50,1037
CUST-00223,customer_00223@email.com,Chris,Garcia,2023-12-15,Bronze,South,Los Angeles,65,F,False,SMS,546.38,33,723
CUST-00224,customer_00224@email.com,Emily,Miller,2022-03-31,Bronze,Central,Austin,62,M,True,,4824.62,1,1347
CUST-00225,customer_00225@email.com,Jane,Miller,2024-07-05,Bronze,West,San Diego,56,Prefer not to say,True,Email,1352.31,24,520
CUST-00226,invalid-email,John,Garcia,2020-06-12,Bronze,West,San Antonio,57,Other,True,SMS,3219.44,29,2004
CUST-00227,customer_00227@email.com,Sarah,Miller,2020-01-22,Silver,Central,Phoenix,30,M,True,SMS,3386.42,24,2146
CUST-00228,customer_00228@email.com,John,Johnson,2021-05-04,Bronze,North,Phoenix,67,Prefer not to say,True,,2056.98,13,1678
CUST-00229,customer_00229@email.com,John,Garcia,2022-11-26,Silver,North,Los Angeles,53,Other,True,Push,4818.27,18,1107
CUST-00230,customer_00230@email.com,Sarah,Brown,2021-04-08,Bronze,West,Austin,18,Other,True,,2555.88,36,1704
CUST-00231,customer_00231@email.com,David,Williams,2020-05-28,Gold,North,Dallas,34,Other,False,,2837.68,50,2019
CUST-00232,customer_00232@email.com,Emily,Miller,2021-05-13,Silver,West,San Diego,75,M,False,Email,1326.21,25,1669
CUST-00233,customer_00233@email.com,Sarah,Garcia,2023-07-21,Silver,South,Philadelphia,44,Other,True,Push,1278.88,6,870
CUST-00234,customer_00234@email.com,Emily,Smith,2022-03-28,Silver,Central,Chicago,48,Other,True,SMS,4476.87,18,1350
CUST-00235,customer_00235@email.com,Sarah,Brown,2021-01-09,Bronze,South,Houston,65,F,True,SMS,1184.58,16,1793
CUST-00236,customer_00236@email.com,Emily,Johnson,2023-06-20,Silver,North,Los Angeles,23,Prefer not to say,True,Email,4247.65,24,901
CUST-00237,invalid-email,Emily,Brown,2023-06-25,Silver,Central,Phoenix,49,F,True,,1149.36,37,896
CUST-00238,customer_00238@email.com,John,Jones,2020-09-19,Gold,West,San Diego,52,M,True,,4308.98,50,1905
CUST-00239,customer_00239@email.com,Lisa,Smith,2020-12-23,Bronze,Central,San Diego,38,M,True,SMS,1928.17,7,1810
CUST-00240,customer_00240@email.com,Emily,Jones,2021-10-28,Bronze,East,Chicago,53,Other,True,Push,2383.16,40,1501
CUST-00241,customer_00241@email.com,Emily,Johnson,2021-12-03,Bronze,West,San Antonio,31,Prefer not to say,True,Push,4278.91,18,1465
CUST-00242,customer_00242@email.com,Mike,Jones,2022-07-12,Bronze,West,Austin,61,F,True,Push,4030.23,36,1244
CUST-00243,customer_00243@email.com,Chris,Johnson,2022-06-04,Bronze,South,Chicago,48,M,True,,2523.01,41,1282
CUST-00244,customer_00244@email.com,Emily,Miller,2022-11-24,Bronze,West,Phoenix,34,M,False,Email,3468.19,4,1109
CUST-00245,customer_00245@email.com,David,Brown,2021-03-17,Silver,North,San Diego,65,Other,True,Push,1833.52,36,1726
CUST-00246,customer_00246@email.com,David,Williams,2024-07-16,Silver,North,San Antonio,25,Other,True,SMS,4897.9,19,509
CUST-00247,customer_00247@email.com,Emily,Garcia,2021-12-28,Bronze,Central,San Diego,67,Prefer not to say,True,,3087.64,30,1440
CUST-00248,customer_00248@email.com,Mike,Miller,2023-07-17,Bronze,South,Philadelphia,44,Prefer not to say,True,Email,851.9,15,874
CUST-00249,customer_00249@email.com,Emily,Garcia,2021-10-04,Silver,East,Phoenix,56,Prefer not to say,True,,3915.82,24,1525
CUST-00250,customer_00250@email.com,Lisa,Brown,2024-03-11,Silver,South,Chicago,72,M,True,SMS,3327.01,48,636
CUST-00251,customer_00251@email.com,Jane,Johnson,2023-12-06,Silver,South,San Antonio,24,M,True,,2764.75,2,732
CUST-00252,customer_00252@email.com,Chris,Jones,2024-04-27,Platinum,North,Los Angeles,34,F,True,,1581.38,16,589
CUST-00253,customer_00253@email.com,David,Brown,2024-02-19,Silver,South,Chicago,51,F,True,Email,3334.57,21,657
CUST-00254,customer_00254@email.com,Lisa,Miller,2022-09-02,Silver,Central,Phoenix,53,Prefer not to say,True,SMS,2974.61,30,1192
CUST-00255,customer_00255@email.com,Chris,Jones,2023-07-16,Bronze,Central,Phoenix,40,Prefer not to say,True,Email,2237.21,24,875
CUST-00256,customer_00256@email.com,David,Johnson,2022-04-24,Silver,East,New York,18,F,True,Push,2372.53,1,1323
CUST-00257,customer_00257@email.com,Lisa,Miller,2023-11-09,Gold,West,Phoenix,18,Prefer not to say,True,SMS,3994.0,36,759
CUST-00258,customer_00258@email.com,Sarah,Brown,2022-02-04,Bronze,Central,San Antonio,43,F,True,,4150.71,15,1402
CUST-00259,customer_00259@email.com,Jane,Brown,2021-06-22,Silver,South,Dallas,66,Other,True,Push,2093.87,5,1629
CUST-00260,customer_00260@email.com,Mike,Williams,2021-01-08,Bronze,North,San Diego,57,Prefer not to say,True,,979.56,2,1794
CUST-00261,customer_00261@email.com,John,Jones,2020-11-07,Gold,North,Chicago,24,Other,True,SMS,3590.22,47,1856
CUST-00262,customer_00262@email.com,Sarah,Smith,2020-01-17,Silver,South,New York,49,F,True,,1592.3,32,2151
CUST-00263,customer_00263@email.com,Lisa,Garcia,2022-01-30,Bronze,North,Philadelphia,23,F,True,Push,3889.48,5,1407
CUST-00264,customer_00264@email.com,Lisa,Johnson,2023-01-17,Gold,South,Phoenix,70,Prefer not to say,True,Email,4874.26,46,1055
CUST-00265,customer_00265@email.com,Chris,Miller,2021-05-24,Platinum,West,Houston,65,M,True,,3689.85,7,1658
CUST-00266,customer_00266@email.com,Sarah,Brown,2022-12-03,Bronze,West,Phoenix,38,F,True,Email,1303.9,41,1100
CUST-00267,customer_00267@email.com,Sarah,Williams,2021-09-03,Bronze,North,Houston,25,F,False,Push,124.59,18,1556
CUST-00268,customer_00268@email.com,Jane,Brown,2023-04-12,Gold,South,New York,20,Prefer not to say,True,Push,3865.45,16,970
CUST-00269,customer_00269@email.com,Lisa,Smith,2020-11-18,Silver,Central,Philadelphia,66,M,True,Push,3240.65,45,1845
CUST-00270,invalid-email,Jane,Johnson,2023-01-03,Gold,West,Houston,38,Other,False,SMS,155.7,25,1069
CUST-00271,customer_00271@email.com,Mike,Williams,2022-01-03,Bronze,North,San Diego,63,Prefer not to say,True,,989.39,12,1434
CUST-00272,customer_00272@email.com,Emily,Williams,2023-01-18,Silver,West,Phoenix,73,F,True,SMS,2274.45,17,1054
CUST-00273,customer_00273@email.com,Emily,Brown,2023-01-14,Silver,North,Dallas,42,F,True,Push,3891.28,16,1058
CUST-00274,customer_00274@email.com,Jane,Garcia,2021-10-18,Bronze,Central,San Antonio,30,Prefer not to say,True,Push,1646.87,42,1511
CUST-00275,customer_00275@email.com,Jane,Smith,2021-10-21,Platinum,Central,Los Angeles,20,F,True,Email,1050.29,32,1508
CUST-00276,customer_00276@email.com,Jane,Smith,2021-01-27,Silver,Central,San Antonio,60,Prefer not to say,True,Email,1863.45,39,1775
CUST-00277,customer_00277@email.com,Jane,Smith,2024-01-10,Silver,South,San Diego,74,M,False,Email,1836.58,48,697
CUST-00278,customer_00278@email.com,Emily,Miller,2022-05-01,Bronze,North,Austin,35,M,True,Push,435.78,14,1316
CUST-00279,customer_00279@email.com,Jane,Smith,2022-11-29,Silver,South,Dallas,42,F,True,SMS,2871.64,12,1104
CUST-00280,customer_00280@email.com,Chris,Garcia,2023-02-17,Gold,North,Austin,40,Prefer not to say,False,Email,875.71,12,1024
CUST-00281,customer_00281@email.com,Chris,Jones,2023-01-31,Gold,East,Chicago,52,Prefer not to say,True,Push,2772.9,21,1041
CUST-00282,customer_00282@email.com,Chris,Miller,2022-01-31,Gold,West,Philadelphia,56,F,True,,3840.26,48,1406
CUST-00283,customer_00283@email.com,Emily,Brown,2021-06-04,Bronze,West,San Antonio,18,M,True,Email,2612.17,20,1647
CUST-00284,customer_00284@email.com,David,Johnson,2020-01-14,Bronze,South,Philadelphia,19,Other,True,Email,236.79,23,2154
CUST-00285,customer_00285@email.com,Mike,Williams,2020-11-15,Silver,East,Austin,33,F,True,Push,504.93,26,1848
CUST-00286,customer_00286@email.com,Sarah,Garcia,2023-03-11,Gold,North,Philadelphia,68,Prefer not to say,True,,4137.24,45,1002
CUST-00287,customer_00287@email.com,Jane,Jones,2023-12-10,Silver,East,New York,64,Prefer not to say,True,Email,4613.26,22,728
CUST-00288,customer_00288@email.com,Chris,Brown,2021-12-13,Bronze,North,Houston,65,M,False,Email,1558.68,3,1455
CUST-00289,customer_00289@email.com,Mike,Williams,2021-10-15,Silver,Central,Houston,27,M,False,,3776.56,37,1514
CUST-00290,customer_00290@email.com,Jane,Johnson,2022-10-30,Silver,West,Phoenix,68,Prefer not to say,True,SMS,1714.03,31,1134
CUST-00291,customer_00291@email.com,John,Jones,2023-03-16,Bronze,West,Phoenix,23,Prefer not to say,False,SMS,3822.06,31,997
CUST-00292,customer_00292@email.com,Sarah,Brown,2023-02-19,Bronze,West,Austin,30,F,True,Email,1367.97,28,1022
CUST-00293,customer_00293@email.com,Jane,Smith,2021-10-24,Bronze,West,San Antonio,41,Other,True,Push,1755.4,42,1505
CUST-00294,customer_00294@email.com,David,Johnson,2020-02-19,Bronze,East,Austin,70,Prefer not to say,True,,272.14,15,2118
CUST-00295,customer_00295@email.com,Emily,Johnson,2021-02-12,Bronze,North,Los Angeles,65,M,True,SMS,4350.32,19,1759
CUST-00296,customer_00296@email.com,Emily,Garcia,2020-01-29,Bronze,North,Phoenix,46,Prefer not to say,True,Push,1084.6,35,2139
CUST-00297,customer_00297@email.com,Sarah,Jones,2021-03-09,Silver,Central,Phoenix,53,Prefer not to say,True,Email,1914.2,43,1734
CUST-00298,customer_00298@email.com,John,Williams,2022-12-14,Bronze,South,New York,36,F,True,Email,2351.56,1,1089
CUST-00299,customer_00299@email.com,Chris,Garcia,2020-05-16,Silver,East,Philadelphia,73,M,True,Push,4343.68,42,2031
CUST-00300,customer_00300@email.com,Sarah,Brown,2022-03-02,Bronze,Central,Los Angeles,75,Other,False,Email,972.77,33,1376
CUST-00301,customer_00301@email.com,John,Smith,2022-07-26,Bronze,South,Dallas,37,Other,False,,3734.73,2,1230
CUST-00302,customer_00302@email.com,Emily,Williams,2021-12-11,Platinum,East,Houston,50,Other,True,Push,4399.45,2,1457
CUST-00303,customer_00303@email.com,David,Johnson,2023-02-10,Gold,South,Philadelphia,75,Prefer not to say,True,Email,3662.95,34,1031
CUST-00304,customer_00304@email.com,Sarah,Brown,2023-10-20,Bronze,South,Austin,27,Prefer not to say,True,Push,2273.39,9,779
CUST-00305,customer_00305@email.com,Mike,Jones,2021-02-27,Bronze,Central,Houston,73,F,True,SMS,2178.82,50,1744
CUST-00306,customer_00306@email.com,Mike,Williams,2020-10-24,Bronze,North,Dallas,52,M,True,Push,4205.64,10,1870
CUST-00307,customer_00307@email.com,John,Miller,2024-01-29,Gold,East,San Antonio,44,Other,False,Push,802.19,13,678
CUST-00308,customer_00308@email.com,Mike,Johnson,2020-08-06,Bronze,North,Austin,57,Other,True,SMS,1193.02,2,1949
CUST-00309,customer_00309@email.com,Jane,Garcia,2022-01-05,Bronze,West,Chicago,50,Prefer not to say,True,SMS,4268.04,32,1432
CUST-00310,customer_00310@email.com,Mike,Johnson,2022-08-28,Silver,South,Houston,20,Prefer not to say,True,Push,4753.48,15,1197
CUST-00311,customer_00311@email.com,Sarah,Miller,2024-02-29,Bronze,South,Los Angeles,29,Prefer not to say,False,Push,4340.54,16,647
CUST-00312,customer_00312@email.com,Chris,Miller,2022-05-25,Silver,North,Austin,65,Prefer not to say,True,,3076.95,48,1292
CUST-00313,customer_00313@email.com,John,Jones,2023-03-17,Bronze,North,San Diego,47,M,True,,4919.96,3,996
CUST-00314,customer_00314@email.com,Chris,Jones,2023-02-16,Bronze,North,Houston,36,Prefer not to say,False,Push,3879.7,19,1025
CUST-00315,customer_00315@email.com,Mike,Brown,2022-08-02,Silver,East,Austin,21,F,False,,497.68,33,1223
CUST-00316,customer_00316@email.com,Mike,Miller,2020-08-19,Silver,Central,Dallas,26,Prefer not to say,False,Push,2281.88,12,1936
CUST-00317,customer_00317@email.com,Sarah,Brown,2022-07-18,Bronze,North,Phoenix,38,F,True,Email,615.12,29,1238
CUST-00318,customer_00318@email.com,Emily,Smith,2023-07-22,Bronze,Central,San Antonio,64,F,False,,267.34,11,869
CUST-00319,customer_00319@email.com,Mike,Johnson,2021-11-17,Bronze,South,Chicago,67,M,False,Push,1582.12,50,1481
CUST-00320,customer_00320@email.com,David,Garcia,2022-07-02,Gold,South,Los Angeles,75,F,True,Email,3131.67,17,1254
CUST-00321,customer_00321@email.com,Lisa,Brown,2020-01-26,Silver,West,Dallas,69,M,False,SMS,1123.53,43,2142
CUST-00322,customer_00322@email.com,Lisa,Brown,2022-09-01,Silver,West,Los Angeles,56,M,True,Push,3117.84,36,1193
CUST-00323,customer_00323@email.com,Sarah,Smith,2024-08-06,Bronze,South,Chicago,21,Other,True,SMS,4276.45,43,488
CUST-00324,customer_00324@email.com,David,Williams,2023-03-29,Silver,North,New York,24,Prefer not to say,True,SMS,3376.85,40,984
CUST-00325,customer_00325@email.com,Mike,Brown,2023-09-15,Bronze,Central,Philadelphia,20,M,True,Push,1874.42,25,814
CUST-00326,customer_00326@email.com,Jane,Miller,2024-08-06,Silver,West,Dallas,22,Other,False,SMS,654.01,18,488
CUST-00327,customer_00327@email.com,Chris,Jones,2021-11-05,Silver,South,Houston,57,M,True,Email,2444.13,45,1493
CUST-00328,customer_00328@email.com,David,Brown,2023-05-23,Gold,Central,Philadelphia,34,Other,True,,2622.54,41,929
CUST-00329,customer_00329@email.com,Lisa,Miller,2022-10-16,Gold,South,Austin,32,Other,True,Email,635.13,30,1148
CUST-00330,customer_00330@email.com,Jane,Garcia,2023-07-04,Bronze,South,Austin,44,Prefer not to say,True,Push,1780.77,41,887
CUST-00331,customer_00331@email.com,John,Garcia,2021-03-10,Gold,South,Phoenix,34,M,True,Push,2558.11,21,1733
CUST-00332,customer_00332@email.com,John,Smith,2024-04-19,Bronze,East,Philadelphia,43,M,True,SMS,1686.05,22,597
CUST-00333,invalid-email,Lisa,Brown,2023-10-09,Bronze,North,Chicago,48,F,False,Push,2339.23,27,790
CUST-00334,customer_00334@email.com,John,Miller,2024-02-29,Bronze,Central,Phoenix,54,Other,True,SMS,2908.12,22,647
CUST-00335,invalid-email,Emily,Smith,2024-06-25,Silver,South,Phoenix,71,M,True,,3151.23,11,530
CUST-00336,customer_00336@email.com,Chris,Johnson,2023-03-15,Silver,Central,Los Angeles,73,Other,True,Email,1393.91,6,998
CUST-00337,customer_00337@email.com,Sarah,Williams,2022-10-14,Bronze,West,Phoenix,31,Other,True,Email,1902.37,3,1150
CUST-00338,customer_00338@email.com,Sarah,Smith,2024-05-11,Bronze,West,Dallas,19,Prefer not to say,True,SMS,1733.57,31,575
CUST-00339,customer_00339@email.com,David,Miller,2024-02-09,Bronze,East,Chicago,67,M,True,SMS,3636.62,30,667
CUST-00340,customer_00340@email.com,Jane,Smith,2022-03-04,Gold,East,New York,61,M,True,,4451.47,7,1374
CUST-00341,customer_00341@email.com,David,Smith,2022-12-02,Silver,Central,Phoenix,58,F,True,SMS,1003.1,18,1101
CUST-00342,customer_00342@email.com,Emily,Miller,2022-12-26,Bronze,West,Los Angeles,35,F,True,Push,616.58,40,1077
CUST-00343,invalid-email,Jane,Johnson,2023-02-20,Gold,Central,Philadelphia,53,Other,True,SMS,4719.23,19,1021
CUST-00344,customer_00344@email.com,Sarah,Johnson,2023-03-21,Bronze,North,Phoenix,57,Other,False,Email,693.87,31,992
CUST-00345,customer_00345@email.com,John,Smith,2023-10-15,Silver,West,New York,23,Prefer not to say,False,SMS,3538.15,38,784
CUST-00346,customer_00346@email.com,Lisa,Jones,2023-07-13,Bronze,East,Phoenix,39,F,True,,2860.56,6,878
CUST-00347,customer_00347@email.com,Lisa,Smith,2024-07-22,Bronze,West,Phoenix,61,Prefer not to say,False,SMS,4739.87,10,503
CUST-00348,customer_00348@email.com,David,Williams,2023-06-17,Bronze,West,Chicago,62,Other,True,,2463.16,5,904
CUST-00349,customer_00349@email.com,Jane,Williams,2022-08-31,Silver,West,San Diego,72,F,True,Push,3041.98,9,1194
CUST-00350,customer_00350@email.com,Jane,Brown,2022-11-06,Gold,North,Philadelphia,53,M,True,,2034.04,27,1127
CUST-00351,customer_00351@email.com,Sarah,Jones,2021-05-03,Silver,South,San Diego,42,M,True,SMS,4078.88,38,1679
CUST-00352,customer_00352@email.com,Chris,Jones,2022-06-01,Silver,East,Dallas,62,F,True,Email,3709.87,46,1285
CUST-00353,customer_00353@email.com,Lisa,Smith,2023-03-21,Gold,Central,Austin,47,Other,True,,922.06,26,992
CUST-00354,customer_00354@email.com,Jane,Garcia,2020-05-22,Silver,Central,San Antonio,38,Prefer not to say,True,Email,1127.18,9,2025
CUST-00355,customer_00355@email.com,John,Miller,2023-04-04,Bronze,South,Chicago,46,Other,False,,1018.55,44,978
CUST-00356,customer_00356@email.com,David,Jones,2021-10-10,Platinum,East,San Antonio,63,Other,True,Email,3076.88,33,1519
CUST-00357,customer_00357@email.com,Mike,Miller,2022-04-07,Silver,East,New York,41,M,True,Push,593.01,19,1340
CUST-00358,customer_00358@email.com,Sarah,Brown,2020-03-04,Bronze,Central,San Antonio,58,Other,False,,1938.75,35,2104
CUST-00359,customer_00359@email.com,Mike,Brown,2021-03-08,Silver,South,Houston,53,Prefer not to say,True,,813.62,43,1735
CUST-00360,customer_00360@email.com,Mike,Smith,2020-09-14,Bronze,North,New York,27,Prefer not to say,False,SMS,469.08,42,1910
CUST-00361,customer_00361@email.com,Chris,Miller,2024-07-08,Bronze,West,Austin,45,F,False,,2782.65,29,517
CUST-00362,customer_00362@email.com,Emily,Johnson,2022-02-26,Bronze,South,San Antonio,56,M,False,SMS,3575.04,18,1380
CUST-00363,customer_00363@email.com,Emily,Smith,2022-04-21,Bronze,North,Austin,48,Other,True,,4810.6,6,1326
CUST-00364,customer_00364@email.com,David,Brown,2020-10-17,Bronze,Central,Los Angeles,51,M,True,,3171.78,43,1877
CUST-00365,customer_00365@email.com,Jane,Garcia,2023-10-01,Silver,Central,Austin,37,M,True,Email,2370.9,33,798
CUST-00366,customer_00366@email.com,Emily,Brown,2022-08-18,Bronze,East,Phoenix,36,F,True,Push,3648.51,37,1207
CUST-00367,customer_00367@email.com,John,Garcia,2021-06-17,Silver,West,Austin,28,M,True,Email,1469.74,6,1634
CUST-00368,customer_00368@email.com,Jane,Miller,2020-09-16,Platinum,East,Phoenix,26,Other,True,Push,120.3,8,1908
CUST-00369,customer_00369@email.com,Mike,Jones,2023-05-21,Silver,South,San Diego,41,F,True,SMS,2450.35,34,931
CUST-00370,customer_00370@email.com,Emily,Smith,2020-03-08,Silver,South,Austin,70,F,False,,3863.32,16,2100
CUST-00371,customer_00371@email.com,Lisa,Garcia,2023-09-15,Bronze,South,Houston,54,Other,True,Push,3789.65,8,814
CUST-00372,customer_00372@email.com,Mike,Brown,2020-04-17,Silver,West,San Diego,37,Prefer not to say,True,,3433.37,25,2060
CUST-00373,customer_00373@email.com,David,Johnson,2022-08-29,Gold,Central,San Antonio,18,Other,False,,3408.54,34,1196
CUST-00374,customer_00374@email.com,John,Smith,2023-10-30,Bronze,Central,Philadelphia,72,Prefer not to say,True,Push,1388.11,7,769
CUST-00375,customer_00375@email.com,Chris,Brown,2021-06-06,Bronze,South,Austin,67,F,True,SMS,1600.69,1,1645
CUST-00376,customer_00376@email.com,John,Miller,2023-10-09,Silver,North,New York,44,M,True,,1790.01,47,790
CUST-00377,customer_00377@email.com,David,Johnson,2021-08-03,Silver,North,New York,57,M,True,SMS,4754.92,41,1587
CUST-00378,customer_00378@email.com,Jane,Smith,2020-09-06,Gold,Central,Chicago,42,F,True,SMS,1304.01,30,1918
CUST-00379,customer_00379@email.com,Jane,Garcia,2023-09-14,Silver,West,Phoenix,67,Prefer not to say,True,Push,851.73,5,815
CUST-00380,customer_00380@email.com,John,Brown,2021-07-21,Gold,West,Philadelphia,21,Other,True,SMS,2230.85,32,1600
CUST-00381,customer_00381@email.com,Chris,Johnson,2021-02-14,Bronze,West,Los Angeles,27,Prefer not to say,True,Email,4567.42,46,1757
CUST-00382,invalid-email,Jane,Smith,2021-06-14,Bronze,North,Los Angeles,54,Other,False,Email,4487.74,10,1637
CUST-00383,customer_00383@email.com,John,Smith,2023-08-30,Silver,West,Phoenix,27,Other,False,Email,2601.15,50,830
CUST-00384,customer_00384@email.com,Lisa,Brown,2022-10-01,Bronze,West,Los Angeles,52,F,True,,4773.07,50,1163
CUST-00385,customer_00385@email.com,Jane,Jones,2022-09-14,Bronze,Central,Philadelphia,39,Other,False,Email,3179.75,42,1180
CUST-00386,customer_00386@email.com,Emily,Jones,2020-07-04,Bronze,East,Los Angeles,71,Prefer not to say,True,SMS,924.26,3,1982
CUST-00387,customer_00387@email.com,Sarah,Williams,2022-02-25,Silver,West,Los Angeles,58,Other,False,Email,4431.81,29,1381
CUST-00388,customer_00388@email.com,Sarah,Johnson,2024-02-14,Gold,North,Houston,19,F,False,,361.81,35,662
CUST-00389,invalid-email,David,Brown,2023-08-10,Bronze,Central,San Diego,19,M,True,Email,1721.71,47,850
CUST-00390,customer_00390@email.com,Chris,Smith,2020-03-28,Gold,South,Dallas,47,F,True,Email,232.54,10,2080
CUST-00391,customer_00391@email.com,John,Brown,2022-09-28,Bronze,Central,New York,33,F,True,SMS,3181.67,20,1166
CUST-00392,customer_00392@email.com,Jane,Brown,2024-08-07,Platinum,Central,Chicago,71,M,True,Email,2510.86,40,487
CUST-00393,customer_00393@email.com,Jane,Miller,2021-03-27,Platinum,South,San Antonio,39,Prefer not to say,True,Email,4880.47,37,1716
CUST-00394,customer_00394@email.com,Mike,Williams,2023-01-22,Gold,South,New York,55,F,True,Email,647.69,10,1050
CUST-00395,customer_00395@email.com,Chris,Johnson,2024-03-31,Bronze,East,Dallas,28,Prefer not to say,True,Email,710.19,41,616
CUST-00396,customer_00396@email.com,Chris,Miller,2023-06-08,Bronze,South,New York,74,Prefer not to say,True,Email,85.76,6,913
CUST-00397,customer_00397@email.com,David,Brown,2023-12-18,Silver,West,Chicago,31,F,True,,2089.56,12,720
CUST-00398,customer_00398@email.com,John,Jones,2023-06-04,Bronze,South,San Diego,57,M,True,Push,2122.99,36,917
CUST-00399,customer_00399@email.com,Sarah,Smith,2021-04-27,Gold,Central,Los Angeles,57,Other,True,,3863.14,43,1685
CUST-00400,customer_00400@email.com,David,Smith,2021-03-02,Gold,South,Los Angeles,68,F,False,,922.8,43,1741
CUST-00401,customer_00401@email.com,John,Garcia,2020-03-29,Platinum,East,Phoenix,31,Prefer not to say,True,Push,3103.26,49,2079
CUST-00402,customer_00402@email.com,John,Smith,2022-07-17,Bronze,North,Dallas,29,F,True,,2598.77,5,1239
CUST-00403,customer_00403@email.com,Lisa,Jones,2021-04-26,Bronze,Central,Philadelphia,44,F,True,SMS,3905.93,21,1686
CUST-00404,customer_00404@email.com,Jane,Johnson,2021-04-11,Bronze,West,Houston,42,F,True,,2946.21,4,1701
CUST-00405,customer_00405@email.com,Mike,Johnson,2022-06-11,Bronze,Central,San Diego,29,Prefer not to say,True,SMS,2315.81,13,1275
CUST-00406,customer_00406@email.com,Emily,Williams,2023-07-18,Bronze,South,Philadelphia,26,M,True,Push,725.68,30,873
CUST-00407,customer_00407@email.com,Chris,Johnson,2022-07-28,Bronze,East,Houston,74,Other,True,SMS,2911.7,36,1228
CUST-00408,customer_00408@email.com,Jane,Brown,2021-04-15,Bronze,Central,San Diego,73,F,False,,1431.9,47,1697
CUST-00409,customer_00409@email.com,Sarah,Johnson,2022-05-26,Bronze,East,San Antonio,55,F,True,Email,2117.97,3,1291
CUST-00410,customer_00410@email.com,Lisa,Garcia,2020-03-23,Gold,Central,New York,45,Prefer not to say,False,Email,2289.58,16,2085
CUST-00411,customer_00411@email.com,John,Garcia,2020-06-19,Silver,West,Houston,26,Other,True,SMS,3255.82,6,1997
CUST-00412,customer_00412@email.com,Lisa,Garcia,2020-02-02,Silver,East,Chicago,63,Prefer not to say,True,,2345.62,9,2135
CUST-00413,customer_00413@email.com,Chris,Johnson,2023-12-11,Silver,East,San Diego,63,M,True,,4472.5,22,727
CUST-00414,customer_00414@email.com,John,Williams,2022-12-23,Bronze,West,Phoenix,62,F,True,Push,3692.02,4,1080
CUST-00415,customer_00415@email.com,Emily,Smith,2022-11-20,Gold,North,San Antonio,41,Prefer not to say,True,Push,1863.84,42,1113
CUST-00416,customer_00416@email.com,Jane,Jones,2023-02-18,Bronze,South,Chicago,39,F,True,,3700.03,49,1023
CUST-00417,customer_00417@email.com,Sarah,Miller,2023-04-03,Silver,South,Philadelphia,40,Other,False,Push,319.58,24,979
CUST-00418,customer_00418@email.com,Lisa,Brown,2021-12-08,Bronze,Central,Dallas,71,M,False,Push,2287.29,24,1460
CUST-00419,customer_00419@email.com,Jane,Johnson,2024-06-26,Platinum,West,Los Angeles,23,Prefer not to say,True,Push,4793.37,5,529
CUST-00420,customer_00420@email.com,Mike,Williams,2020-08-11,Gold,North,Chicago,49,F,True,Email,1501.19,44,1944
CUST-00421,customer_00421@email.com,Mike,Brown,2023-01-13,Bronze,East,San Antonio,46,M,True,SMS,361.6,15,1059
CUST-00422,customer_00422@email.com,Emily,Brown,2022-11-30,Platinum,Central,Philadelphia,59,Other,False,,2317.14,37,1103
CUST-00423,customer_00423@email.com,David,Johnson,2020-09-27,Silver,East,Houston,48,Other,True,Email,784.27,19,1897
CUST-00424,customer_00424@email.com,Mike,Jones,2022-07-22,Silver,South,Dallas,36,F,True,SMS,848.21,8,1234
CUST-00425,customer_00425@email.com,Emily,Jones,2020-03-25,Bronze,South,San Diego,34,Other,True,SMS,2834.31,3,2083
CUST-00426,customer_00426@email.com,Emily,Williams,2023-09-25,Bronze,South,Philadelphia,46,F,True,Email,4606.15,26,804
CUST-00427,customer_00427@email.com,Mike,Brown,2022-10-19,Gold,East,Chicago,18,Other,True,,4485.09,49,1145
CUST-00428,customer_00428@email.com,Mike,Miller,2023-03-20,Bronze,Central,San Diego,39,M,False,Email,740.15,36,993
CUST-00429,customer_00429@email.com,David,Smith,2020-08-27,Gold,West,Austin,71,F,False,Push,507.78,4,1928
CUST-00430,customer_00430@email.com,Sarah,Jones,2023-05-30,Bronze,Central,Houston,68,Other,True,Email,463.77,29,922
CUST-00431,customer_00431@email.com,Jane,Jones,2023-10-18,Bronze,West,Houston,49,Other,True,Push,2017.91,46,781
CUST-00432,invalid-email,Emily,Brown,2022-05-25,Silver,East,New York,36,Other,True,Push,4888.74,36,1292
CUST-00433,customer_00433@email.com,Sarah,Garcia,2020-06-28,Bronze,West,San Antonio,69,Prefer not to say,True,SMS,4038.08,28,1988
CUST-00434,customer_00434@email.com,Chris,Johnson,2024-02-01,Platinum,Central,Austin,23,F,True,Push,2399.33,34,675
CUST-00435,customer_00435@email.com,Jane,Jones,2021-11-17,Bronze,West,Los Angeles,18,Prefer not to say,True,,915.72,30,1481
CUST-00436,customer_00436@email.com,Mike,Johnson,2023-12-25,Bronze,South,San Antonio,36,Prefer not to say,True,Push,4181.2,20,713
CUST-00437,customer_00437@email.com,Lisa,Johnson,2022-10-08,Silver,North,New York,27,Other,True,,664.68,43,1156
